DATE,ACCLASS,INJURY,ACCNUM
2013/07/09,Non-Fatal Injury,Major,3
2013/07/09,Non-Fatal Injury,None,3
2013/07/11,Fatal,Fatal,1
2013/07/11,Fatal,Minor,1
2013/07/11,Fatal,None,1
2013/07/11,Non-Fatal Injury,Major,2
2013/07/11,Non-Fatal Injury,None,2
2013/07/12,Non-Fatal Injury,Major,1
2013/07/12,Non-Fatal Injury,Minimal,1
2013/07/13,Non-Fatal Injury,Major,2
2013/07/13,Non-Fatal Injury,None,2
2013/07/14,Non-Fatal Injury,Major,1
2013/07/14,Non-Fatal Injury,Minimal,1
2013/07/14,Non-Fatal Injury,Minor,1
2013/07/14,Non-Fatal Injury,None,1
2013/07/15,Non-Fatal Injury,Major,1
2013/07/15,Non-Fatal Injury,None,1
2013/07/17,Non-Fatal Injury,Major,1
2013/07/17,Non-Fatal Injury,None,1
2013/07/18,Fatal,Fatal,1
2013/07/18,Fatal,None,1
2013/07/18,Non-Fatal Injury,Major,2
2013/07/19,Non-Fatal Injury,Major,2
2013/07/19,Non-Fatal Injury,None,1
2013/07/22,Fatal,Fatal,1
2013/07/22,Fatal,None,1
2013/07/22,Non-Fatal Injury,Major,1
2013/07/22,Non-Fatal Injury,None,1
2013/07/23,Non-Fatal Injury,Major,2
2013/07/24,Non-Fatal Injury,Major,5
2013/07/24,Non-Fatal Injury,None,5
2013/07/25,Fatal,Fatal,1
2013/07/25,Fatal,None,1
2013/07/25,Non-Fatal Injury,Major,1
2013/07/25,Non-Fatal Injury,None,1
2013/07/27,Non-Fatal Injury,Major,2
2013/07/27,Non-Fatal Injury,Minimal,2
2013/07/27,Non-Fatal Injury,Minor,2
2013/07/27,Non-Fatal Injury,None,1
2013/07/28,Fatal,Fatal,1
2013/07/28,Fatal,None,2
2013/07/28,Non-Fatal Injury,Major,2
2013/07/28,Non-Fatal Injury,None,3
2013/07/29,Fatal,Fatal,1
2013/07/29,Fatal,None,1
2013/07/29,Non-Fatal Injury,Major,1
2013/07/29,Non-Fatal Injury,None,1
2013/08/01,Non-Fatal Injury,Major,1
2013/08/01,Non-Fatal Injury,None,1
2013/08/02,Non-Fatal Injury,Major,2
2013/08/02,Non-Fatal Injury,Minimal,1
2013/08/02,Non-Fatal Injury,None,3
2013/08/03,Fatal,Fatal,2
2013/08/03,Fatal,None,2
2013/08/03,Non-Fatal Injury,Major,3
2013/08/03,Non-Fatal Injury,Minimal,2
2013/08/03,Non-Fatal Injury,None,3
2013/08/05,Non-Fatal Injury,Major,3
2013/08/05,Non-Fatal Injury,None,3
2013/08/07,Non-Fatal Injury,Major,1
2013/08/07,Non-Fatal Injury,None,1
2013/08/08,Non-Fatal Injury,Major,1
2013/08/08,Non-Fatal Injury,Minor,2
2013/08/09,Non-Fatal Injury,Major,3
2013/08/09,Non-Fatal Injury,Minor,2
2013/08/09,Non-Fatal Injury,None,2
2013/08/10,Non-Fatal Injury,Major,1
2013/08/10,Non-Fatal Injury,None,1
2013/08/12,Non-Fatal Injury,Major,2
2013/08/12,Non-Fatal Injury,None,2
2013/08/13,Fatal,Fatal,1
2013/08/13,Fatal,Major,3
2013/08/13,Fatal,Minimal,2
2013/08/13,Fatal,Minor,6
2013/08/13,Non-Fatal Injury,Major,2
2013/08/13,Non-Fatal Injury,None,2
2013/08/15,Fatal,Fatal,1
2013/08/15,Fatal,None,1
2013/08/15,Non-Fatal Injury,Major,2
2013/08/15,Non-Fatal Injury,Minor,1
2013/08/15,Non-Fatal Injury,None,1
2013/08/16,Non-Fatal Injury,Major,3
2013/08/16,Non-Fatal Injury,Minimal,1
2013/08/16,Non-Fatal Injury,None,3
2013/08/17,Non-Fatal Injury,Major,1
2013/08/17,Non-Fatal Injury,Minor,3
2013/08/17,Non-Fatal Injury,None,1
2013/08/18,Fatal,Fatal,1
2013/08/18,Fatal,None,1
2013/08/18,Non-Fatal Injury,Major,1
2013/08/19,Fatal,Fatal,1
2013/08/19,Fatal,Minor,3
2013/08/20,Non-Fatal Injury,Major,2
2013/08/20,Non-Fatal Injury,None,1
2013/08/21,Non-Fatal Injury,Major,1
2013/08/22,Non-Fatal Injury,Major,1
2013/08/22,Non-Fatal Injury,None,1
2013/08/23,Fatal,Fatal,1
2013/08/23,Fatal,None,1
2013/08/23,Non-Fatal Injury,Major,4
2013/08/23,Non-Fatal Injury,Minimal,1
2013/08/23,Non-Fatal Injury,None,4
2013/08/25,Non-Fatal Injury,Major,1
2013/08/25,Non-Fatal Injury,None,1
2013/08/26,Non-Fatal Injury,Major,1
2013/08/26,Non-Fatal Injury,Minor,1
2013/08/27,Fatal,Fatal,1
2013/08/27,Fatal,None,1
2013/08/27,Non-Fatal Injury,Major,1
2013/08/27,Non-Fatal Injury,None,1
2013/08/28,Non-Fatal Injury,Major,3
2013/08/28,Non-Fatal Injury,None,3
2013/08/29,Non-Fatal Injury,Major,4
2013/08/29,Non-Fatal Injury,None,2
2013/08/30,Fatal,Fatal,1
2013/08/30,Fatal,Major,1
2013/08/30,Fatal,Minimal,1
2013/08/30,Non-Fatal Injury,Major,3
2013/08/30,Non-Fatal Injury,Minimal,1
2013/08/30,Non-Fatal Injury,None,3
2013/08/31,Non-Fatal Injury,Major,1
2013/09/01,Non-Fatal Injury,Major,1
2013/09/01,Non-Fatal Injury,None,1
2013/09/02,Non-Fatal Injury,Major,1
2013/09/02,Non-Fatal Injury,None,1
2013/09/03,Fatal,Fatal,1
2013/09/03,Fatal,None,1
2013/09/05,Fatal,Fatal,1
2013/09/05,Fatal,None,1
2013/09/05,Non-Fatal Injury,Major,1
2013/09/05,Non-Fatal Injury,None,1
2013/09/07,Fatal,Fatal,1
2013/09/09,Non-Fatal Injury,Major,2
2013/09/09,Non-Fatal Injury,Minor,2
2013/09/09,Non-Fatal Injury,None,1
2013/09/11,Non-Fatal Injury,Major,1
2013/09/11,Non-Fatal Injury,Minor,1
2013/09/13,Non-Fatal Injury,Major,1
2013/09/13,Non-Fatal Injury,Minor,1
2013/09/13,Non-Fatal Injury,None,1
2013/09/14,Non-Fatal Injury,Major,3
2013/09/14,Non-Fatal Injury,Minor,2
2013/09/14,Non-Fatal Injury,None,3
2013/09/15,Non-Fatal Injury,Major,3
2013/09/15,Non-Fatal Injury,Minimal,3
2013/09/15,Non-Fatal Injury,None,2
2013/09/16,Fatal,Fatal,1
2013/09/16,Fatal,None,1
2013/09/17,Non-Fatal Injury,Major,1
2013/09/17,Non-Fatal Injury,Minor,2
2013/09/17,Non-Fatal Injury,None,1
2013/09/18,Fatal,Fatal,1
2013/09/18,Fatal,None,2
2013/09/18,Non-Fatal Injury,Major,1
2013/09/18,Non-Fatal Injury,None,1
2013/09/21,Non-Fatal Injury,Major,2
2013/09/21,Non-Fatal Injury,None,2
2013/09/22,Non-Fatal Injury,Major,1
2013/09/22,Non-Fatal Injury,Minor,1
2013/09/22,Non-Fatal Injury,None,1
2013/09/23,Non-Fatal Injury,Major,1
2013/09/23,Non-Fatal Injury,None,1
2013/09/24,Non-Fatal Injury,Major,2
2013/09/24,Non-Fatal Injury,None,2
2013/09/25,Fatal,Fatal,1
2013/09/25,Fatal,None,1
2013/09/25,Non-Fatal Injury,Major,2
2013/09/25,Non-Fatal Injury,Minor,3
2013/09/25,Non-Fatal Injury,None,1
2013/09/26,Fatal,Fatal,1
2013/09/26,Fatal,None,1
2013/09/26,Non-Fatal Injury,Major,3
2013/09/26,Non-Fatal Injury,None,2
2013/09/27,Non-Fatal Injury,Major,1
2013/09/27,Non-Fatal Injury,Minor,1
2013/09/28,Non-Fatal Injury,Major,1
2013/09/28,Non-Fatal Injury,None,1
2013/09/29,Non-Fatal Injury,Major,3
2013/09/29,Non-Fatal Injury,Minimal,1
2013/09/29,Non-Fatal Injury,Minor,4
2013/09/30,Fatal,Fatal,1
2013/09/30,Fatal,None,2
2013/09/30,Non-Fatal Injury,Major,2
2013/09/30,Non-Fatal Injury,None,2
2013/10/01,Fatal,Fatal,1
2013/10/01,Fatal,None,2
2013/10/02,Non-Fatal Injury,Major,1
2013/10/02,Non-Fatal Injury,None,2
2013/10/03,Non-Fatal Injury,Major,2
2013/10/03,Non-Fatal Injury,None,2
2013/10/05,Fatal,Fatal,1
2013/10/05,Fatal,None,2
2013/10/05,Non-Fatal Injury,Major,1
2013/10/05,Non-Fatal Injury,Minor,1
2013/10/05,Non-Fatal Injury,None,1
2013/10/07,Non-Fatal Injury,Major,2
2013/10/07,Non-Fatal Injury,Minor,1
2013/10/07,Non-Fatal Injury,None,1
2013/10/08,Fatal,Fatal,1
2013/10/08,Fatal,None,2
2013/10/08,Non-Fatal Injury,Major,3
2013/10/08,Non-Fatal Injury,Minor,1
2013/10/08,Non-Fatal Injury,None,5
2013/10/09,Non-Fatal Injury,Major,3
2013/10/09,Non-Fatal Injury,Minor,1
2013/10/09,Non-Fatal Injury,None,4
2013/10/10,Non-Fatal Injury,Major,2
2013/10/10,Non-Fatal Injury,Minor,1
2013/10/10,Non-Fatal Injury,None,1
2013/10/11,Non-Fatal Injury,Major,4
2013/10/11,Non-Fatal Injury,None,4
2013/10/12,Non-Fatal Injury,Major,1
2013/10/12,Non-Fatal Injury,None,1
2013/10/13,Non-Fatal Injury,Major,5
2013/10/14,Non-Fatal Injury,Major,2
2013/10/14,Non-Fatal Injury,None,1
2013/10/15,Non-Fatal Injury,Major,1
2013/10/15,Non-Fatal Injury,Minor,1
2013/10/15,Non-Fatal Injury,None,1
2013/10/16,Fatal,Fatal,1
2013/10/16,Fatal,None,2
2013/10/20,Fatal,Fatal,1
2013/10/20,Fatal,None,1
2013/10/20,Non-Fatal Injury,Major,1
2013/10/20,Non-Fatal Injury,None,2
2013/10/21,Non-Fatal Injury,Major,4
2013/10/21,Non-Fatal Injury,None,2
2013/10/22,Non-Fatal Injury,Major,1
2013/10/22,Non-Fatal Injury,Minor,1
2013/10/23,Non-Fatal Injury,Major,2
2013/10/23,Non-Fatal Injury,None,2
2013/10/25,Non-Fatal Injury,Major,1
2013/10/25,Non-Fatal Injury,None,2
2013/10/28,Non-Fatal Injury,Major,2
2013/10/28,Non-Fatal Injury,Minimal,1
2013/10/28,Non-Fatal Injury,None,1
2013/10/29,Non-Fatal Injury,Major,4
2013/10/29,Non-Fatal Injury,None,1
2013/10/30,Fatal,Fatal,1
2013/10/30,Fatal,None,1
2013/10/30,Non-Fatal Injury,Major,1
2013/10/30,Non-Fatal Injury,None,2
2013/10/31,Non-Fatal Injury,Major,1
2013/10/31,Non-Fatal Injury,None,1
2013/11/01,Non-Fatal Injury,Major,3
2013/11/01,Non-Fatal Injury,None,3
2013/11/03,Fatal,Fatal,1
2013/11/03,Fatal,None,1
2013/11/03,Non-Fatal Injury,Major,3
2013/11/03,Non-Fatal Injury,Minimal,1
2013/11/03,Non-Fatal Injury,Minor,1
2013/11/03,Non-Fatal Injury,None,2
2013/11/04,Non-Fatal Injury,Major,3
2013/11/04,Non-Fatal Injury,Minor,1
2013/11/04,Non-Fatal Injury,None,2
2013/11/07,Fatal,Fatal,1
2013/11/07,Fatal,None,1
2013/11/07,Non-Fatal Injury,Major,2
2013/11/07,Non-Fatal Injury,None,2
2013/11/08,Fatal,Fatal,1
2013/11/08,Fatal,None,1
2013/11/08,Non-Fatal Injury,Major,3
2013/11/08,Non-Fatal Injury,None,2
2013/11/13,Non-Fatal Injury,Major,1
2013/11/14,Non-Fatal Injury,Major,1
2013/11/14,Non-Fatal Injury,None,1
2013/11/15,Fatal,Fatal,1
2013/11/15,Fatal,None,5
2013/11/16,Non-Fatal Injury,Major,1
2013/11/16,Non-Fatal Injury,None,2
2013/11/17,Non-Fatal Injury,Major,2
2013/11/17,Non-Fatal Injury,None,3
2013/11/18,Non-Fatal Injury,Major,1
2013/11/18,Non-Fatal Injury,Minimal,1
2013/11/19,Non-Fatal Injury,Major,2
2013/11/19,Non-Fatal Injury,Minor,1
2013/11/19,Non-Fatal Injury,None,4
2013/11/20,Fatal,Fatal,1
2013/11/21,Non-Fatal Injury,Major,1
2013/11/21,Non-Fatal Injury,None,1
2013/11/22,Non-Fatal Injury,Major,1
2013/11/22,Non-Fatal Injury,None,1
2013/11/23,Non-Fatal Injury,Major,2
2013/11/24,Fatal,Fatal,2
2013/11/24,Fatal,Minor,3
2013/11/24,Fatal,None,3
2013/11/27,Non-Fatal Injury,Major,1
2013/11/27,Non-Fatal Injury,None,1
2013/11/28,Non-Fatal Injury,Major,1
2013/11/29,Fatal,Fatal,1
2013/11/29,Non-Fatal Injury,Major,1
2013/11/30,Fatal,Fatal,1
2013/11/30,Fatal,None,1
2013/11/30,Non-Fatal Injury,Major,1
2013/12/02,Non-Fatal Injury,Major,1
2013/12/02,Non-Fatal Injury,None,2
2013/12/03,Fatal,Fatal,1
2013/12/03,Fatal,Minor,1
2013/12/03,Fatal,None,1
2013/12/03,Non-Fatal Injury,Major,3
2013/12/03,Non-Fatal Injury,None,3
2013/12/04,Fatal,Fatal,1
2013/12/04,Fatal,None,1
2013/12/04,Non-Fatal Injury,Major,2
2013/12/04,Non-Fatal Injury,None,2
2013/12/05,Fatal,Fatal,1
2013/12/05,Fatal,None,1
2013/12/05,Non-Fatal Injury,Major,1
2013/12/05,Non-Fatal Injury,Minimal,1
2013/12/05,Non-Fatal Injury,None,1
2013/12/06,Non-Fatal Injury,Major,1
2013/12/06,Non-Fatal Injury,None,1
2013/12/07,Non-Fatal Injury,Major,1
2013/12/07,Non-Fatal Injury,None,1
2013/12/11,Non-Fatal Injury,Major,5
2013/12/11,Non-Fatal Injury,None,4
2013/12/12,Non-Fatal Injury,Major,1
2013/12/12,Non-Fatal Injury,None,1
2013/12/16,Non-Fatal Injury,Major,1
2013/12/16,Non-Fatal Injury,Minor,3
2013/12/19,Non-Fatal Injury,Major,3
2013/12/19,Non-Fatal Injury,Minimal,1
2013/12/19,Non-Fatal Injury,None,3
2013/12/20,Non-Fatal Injury,Major,1
2013/12/20,Non-Fatal Injury,None,2
2013/12/24,Fatal,Fatal,1
2013/12/24,Fatal,None,1
2013/12/24,Non-Fatal Injury,Major,1
2013/12/24,Non-Fatal Injury,None,1
2013/12/28,Non-Fatal Injury,Major,1
2013/12/28,Non-Fatal Injury,Minor,1
2013/12/28,Non-Fatal Injury,None,1
2013/12/31,Non-Fatal Injury,Major,1
2013/12/31,Non-Fatal Injury,None,1
2014/01/09,Non-Fatal Injury,Major,2
2014/01/09,Non-Fatal Injury,None,2
2014/01/13,Non-Fatal Injury,Major,1
2014/01/13,Non-Fatal Injury,None,1
2014/01/14,Non-Fatal Injury,Major,3
2014/01/14,Non-Fatal Injury,None,2
2014/01/17,Non-Fatal Injury,Major,1
2014/01/17,Non-Fatal Injury,Minor,1
2014/01/17,Non-Fatal Injury,None,3
2014/01/19,Fatal,Fatal,1
2014/01/19,Fatal,None,1
2014/01/19,Non-Fatal Injury,Major,1
2014/01/19,Non-Fatal Injury,Minor,1
2014/01/21,Non-Fatal Injury,Major,2
2014/01/21,Non-Fatal Injury,Minor,7
2014/01/21,Non-Fatal Injury,None,4
2014/01/22,Non-Fatal Injury,Major,1
2014/01/22,Non-Fatal Injury,None,1
2014/01/26,Fatal,Fatal,1
2014/01/26,Fatal,Minimal,3
2014/01/26,Non-Fatal Injury,Major,1
2014/01/26,Non-Fatal Injury,None,2
2014/01/28,Non-Fatal Injury,Major,1
2014/01/28,Non-Fatal Injury,Minimal,1
2014/01/28,Non-Fatal Injury,None,3
2014/01/30,Non-Fatal Injury,Major,5
2014/01/30,Non-Fatal Injury,Minor,1
2014/01/30,Non-Fatal Injury,None,2
2014/02/03,Non-Fatal Injury,Major,1
2014/02/03,Non-Fatal Injury,None,1
2014/02/04,Non-Fatal Injury,Major,1
2014/02/04,Non-Fatal Injury,None,2
2014/02/07,Non-Fatal Injury,Major,1
2014/02/07,Non-Fatal Injury,None,2
2014/02/08,Non-Fatal Injury,Major,3
2014/02/08,Non-Fatal Injury,Minimal,1
2014/02/08,Non-Fatal Injury,None,7
2014/02/09,Non-Fatal Injury,Major,1
2014/02/09,Non-Fatal Injury,None,1
2014/02/10,Non-Fatal Injury,Major,2
2014/02/10,Non-Fatal Injury,None,2
2014/02/12,Fatal,Fatal,2
2014/02/12,Fatal,None,2
2014/02/13,Non-Fatal Injury,Major,1
2014/02/13,Non-Fatal Injury,None,1
2014/02/15,Non-Fatal Injury,Major,2
2014/02/15,Non-Fatal Injury,Minimal,2
2014/02/15,Non-Fatal Injury,Minor,1
2014/02/15,Non-Fatal Injury,None,1
2014/02/16,Non-Fatal Injury,Major,1
2014/02/16,Non-Fatal Injury,Minor,1
2014/02/16,Non-Fatal Injury,None,2
2014/02/18,Non-Fatal Injury,Major,1
2014/02/18,Non-Fatal Injury,None,3
2014/02/19,Non-Fatal Injury,Major,3
2014/02/19,Non-Fatal Injury,Minor,1
2014/02/19,Non-Fatal Injury,None,2
2014/02/20,Non-Fatal Injury,Major,1
2014/02/20,Non-Fatal Injury,None,1
2014/02/22,Non-Fatal Injury,Major,2
2014/02/22,Non-Fatal Injury,None,2
2014/02/25,Non-Fatal Injury,Major,1
2014/02/25,Non-Fatal Injury,Minimal,1
2014/02/26,Fatal,Fatal,1
2014/02/26,Fatal,Minimal,1
2014/02/26,Fatal,None,2
2014/02/27,Non-Fatal Injury,Major,1
2014/02/27,Non-Fatal Injury,None,1
2014/02/28,Non-Fatal Injury,Major,2
2014/03/02,Non-Fatal Injury,Major,4
2014/03/02,Non-Fatal Injury,Minimal,1
2014/03/05,Non-Fatal Injury,Major,6
2014/03/05,Non-Fatal Injury,Minimal,2
2014/03/05,Non-Fatal Injury,None,2
2014/03/06,Fatal,Fatal,1
2014/03/06,Non-Fatal Injury,Major,1
2014/03/06,Non-Fatal Injury,None,1
2014/03/07,Non-Fatal Injury,Major,4
2014/03/07,Non-Fatal Injury,Minimal,2
2014/03/07,Non-Fatal Injury,None,2
2014/03/09,Non-Fatal Injury,Major,1
2014/03/09,Non-Fatal Injury,None,1
2014/03/11,Non-Fatal Injury,Major,1
2014/03/13,Non-Fatal Injury,Major,1
2014/03/13,Non-Fatal Injury,Minimal,1
2014/03/14,Non-Fatal Injury,Major,2
2014/03/14,Non-Fatal Injury,None,7
2014/03/17,Non-Fatal Injury,Major,1
2014/03/17,Non-Fatal Injury,None,1
2014/03/19,Non-Fatal Injury,Major,2
2014/03/19,Non-Fatal Injury,None,2
2014/03/21,Non-Fatal Injury,Major,1
2014/03/22,Non-Fatal Injury,Major,1
2014/03/22,Non-Fatal Injury,None,1
2014/03/23,Non-Fatal Injury,Major,1
2014/03/23,Non-Fatal Injury,Minimal,1
2014/03/23,Non-Fatal Injury,None,3
2014/03/26,Non-Fatal Injury,Major,1
2014/03/26,Non-Fatal Injury,None,1
2014/03/27,Non-Fatal Injury,Major,1
2014/03/28,Non-Fatal Injury,Major,1
2014/03/28,Non-Fatal Injury,None,1
2014/03/29,Non-Fatal Injury,Major,3
2014/03/31,Non-Fatal Injury,Major,1
2014/03/31,Non-Fatal Injury,None,1
2014/04/03,Non-Fatal Injury,Major,1
2014/04/03,Non-Fatal Injury,None,1
2014/04/04,Non-Fatal Injury,Major,1
2014/04/04,Non-Fatal Injury,None,1
2014/04/06,Non-Fatal Injury,Major,5
2014/04/06,Non-Fatal Injury,None,6
2014/04/08,Non-Fatal Injury,Major,2
2014/04/08,Non-Fatal Injury,None,3
2014/04/09,Non-Fatal Injury,Major,2
2014/04/09,Non-Fatal Injury,Minimal,1
2014/04/09,Non-Fatal Injury,Minor,4
2014/04/09,Non-Fatal Injury,None,1
2014/04/12,Non-Fatal Injury,Major,3
2014/04/12,Non-Fatal Injury,Minimal,1
2014/04/12,Non-Fatal Injury,None,2
2014/04/14,Non-Fatal Injury,Major,3
2014/04/14,Non-Fatal Injury,Minimal,2
2014/04/14,Non-Fatal Injury,None,3
2014/04/16,Non-Fatal Injury,Major,2
2014/04/16,Non-Fatal Injury,Minimal,1
2014/04/16,Non-Fatal Injury,Minor,3
2014/04/16,Non-Fatal Injury,None,3
2014/04/17,Non-Fatal Injury,Major,1
2014/04/17,Non-Fatal Injury,None,2
2014/04/18,Non-Fatal Injury,Major,1
2014/04/21,Non-Fatal Injury,Major,2
2014/04/21,Non-Fatal Injury,None,3
2014/04/22,Non-Fatal Injury,Major,1
2014/04/22,Non-Fatal Injury,None,1
2014/04/23,Fatal,Fatal,1
2014/04/23,Fatal,None,1
2014/04/24,Non-Fatal Injury,Major,1
2014/04/24,Non-Fatal Injury,None,1
2014/04/25,Non-Fatal Injury,Major,1
2014/04/25,Non-Fatal Injury,Minimal,1
2014/04/27,Non-Fatal Injury,Major,1
2014/04/27,Non-Fatal Injury,None,1
2014/04/29,Non-Fatal Injury,Major,1
2014/04/29,Non-Fatal Injury,None,1
2014/04/30,Non-Fatal Injury,Major,2
2014/04/30,Non-Fatal Injury,None,2
2014/05/01,Non-Fatal Injury,Major,2
2014/05/01,Non-Fatal Injury,Minor,5
2014/05/01,Non-Fatal Injury,None,1
2014/05/05,Non-Fatal Injury,Major,2
2014/05/05,Non-Fatal Injury,None,6
2014/05/08,Fatal,Fatal,1
2014/05/08,Fatal,None,1
2014/05/09,Non-Fatal Injury,Major,1
2014/05/09,Non-Fatal Injury,Minor,1
2014/05/10,Fatal,Fatal,1
2014/05/10,Fatal,None,3
2014/05/10,Non-Fatal Injury,Major,1
2014/05/10,Non-Fatal Injury,Minimal,1
2014/05/11,Non-Fatal Injury,Major,1
2014/05/11,Non-Fatal Injury,None,1
2014/05/12,Non-Fatal Injury,Major,2
2014/05/12,Non-Fatal Injury,None,4
2014/05/14,Non-Fatal Injury,Major,1
2014/05/14,Non-Fatal Injury,None,1
2014/05/15,Non-Fatal Injury,Major,1
2014/05/15,Non-Fatal Injury,Minimal,1
2014/05/15,Non-Fatal Injury,None,3
2014/05/17,Non-Fatal Injury,Major,1
2014/05/17,Non-Fatal Injury,None,2
2014/05/21,Fatal,Fatal,1
2014/05/21,Fatal,Minor,3
2014/05/21,Fatal,None,2
2014/05/22,Non-Fatal Injury,Major,1
2014/05/22,Non-Fatal Injury,Minor,1
2014/05/22,Non-Fatal Injury,None,1
2014/05/23,Non-Fatal Injury,Major,1
2014/05/23,Non-Fatal Injury,None,1
2014/05/24,Non-Fatal Injury,Major,2
2014/05/24,Non-Fatal Injury,Minor,1
2014/05/24,Non-Fatal Injury,None,1
2014/05/26,Non-Fatal Injury,Major,1
2014/05/26,Non-Fatal Injury,None,1
2014/05/27,Non-Fatal Injury,Major,3
2014/05/27,Non-Fatal Injury,Minimal,1
2014/05/27,Non-Fatal Injury,None,2
2014/05/28,Non-Fatal Injury,Major,2
2014/05/29,Non-Fatal Injury,Major,2
2014/05/29,Non-Fatal Injury,None,2
2014/05/30,Non-Fatal Injury,Major,1
2014/05/30,Non-Fatal Injury,None,1
2014/05/31,Non-Fatal Injury,Major,1
2014/05/31,Non-Fatal Injury,None,6
2014/06/01,Non-Fatal Injury,Major,4
2014/06/01,Non-Fatal Injury,Minimal,1
2014/06/01,Non-Fatal Injury,None,5
2014/06/02,Non-Fatal Injury,Major,1
2014/06/02,Non-Fatal Injury,None,1
2014/06/03,Fatal,Fatal,1
2014/06/03,Fatal,None,1
2014/06/03,Non-Fatal Injury,Major,1
2014/06/03,Non-Fatal Injury,None,2
2014/06/06,Non-Fatal Injury,Major,1
2014/06/07,Non-Fatal Injury,Major,1
2014/06/07,Non-Fatal Injury,Minimal,1
2014/06/07,Non-Fatal Injury,None,2
2014/06/09,Non-Fatal Injury,Major,2
2014/06/09,Non-Fatal Injury,None,4
2014/06/11,Non-Fatal Injury,Major,2
2014/06/11,Non-Fatal Injury,Minor,1
2014/06/11,Non-Fatal Injury,None,2
2014/06/12,Non-Fatal Injury,Major,4
2014/06/12,Non-Fatal Injury,None,3
2014/06/13,Non-Fatal Injury,Major,1
2014/06/13,Non-Fatal Injury,None,1
2014/06/14,Non-Fatal Injury,Major,2
2014/06/14,Non-Fatal Injury,Minimal,3
2014/06/14,Non-Fatal Injury,None,2
2014/06/16,Fatal,Fatal,1
2014/06/17,Non-Fatal Injury,Major,3
2014/06/17,Non-Fatal Injury,None,1
2014/06/19,Non-Fatal Injury,Major,3
2014/06/19,Non-Fatal Injury,None,4
2014/06/21,Non-Fatal Injury,Major,1
2014/06/21,Non-Fatal Injury,Minor,1
2014/06/21,Non-Fatal Injury,None,1
2014/06/23,Non-Fatal Injury,Major,1
2014/06/23,Non-Fatal Injury,None,1
2014/06/24,Non-Fatal Injury,Major,1
2014/06/24,Non-Fatal Injury,None,1
2014/06/28,Non-Fatal Injury,Major,1
2014/06/28,Non-Fatal Injury,Minor,1
2014/06/28,Non-Fatal Injury,None,1
2014/06/29,Non-Fatal Injury,Major,7
2014/06/29,Non-Fatal Injury,None,2
2014/07/02,Non-Fatal Injury,Major,1
2014/07/06,Non-Fatal Injury,Major,1
2014/07/08,Fatal,Fatal,1
2014/07/08,Fatal,Major,1
2014/07/08,Fatal,Minor,1
2014/07/08,Fatal,None,1
2014/07/08,Non-Fatal Injury,Major,2
2014/07/08,Non-Fatal Injury,Minimal,2
2014/07/08,Non-Fatal Injury,None,2
2014/07/10,Fatal,Fatal,1
2014/07/10,Fatal,None,1
2014/07/10,Non-Fatal Injury,Major,2
2014/07/10,Non-Fatal Injury,Minor,1
2014/07/11,Non-Fatal Injury,Major,1
2014/07/11,Non-Fatal Injury,None,1
2014/07/12,Non-Fatal Injury,Major,1
2014/07/12,Non-Fatal Injury,None,1
2014/07/14,Non-Fatal Injury,Major,3
2014/07/14,Non-Fatal Injury,None,4
2014/07/16,Fatal,Fatal,1
2014/07/16,Fatal,None,1
2014/07/18,Non-Fatal Injury,Major,2
2014/07/18,Non-Fatal Injury,None,3
2014/07/21,Non-Fatal Injury,Major,1
2014/07/21,Non-Fatal Injury,None,1
2014/07/23,Non-Fatal Injury,Major,1
2014/07/23,Non-Fatal Injury,None,1
2014/07/27,Non-Fatal Injury,Major,1
2014/07/27,Non-Fatal Injury,None,1
2014/07/28,Fatal,Fatal,2
2014/07/28,Fatal,Minimal,3
2014/07/28,Fatal,None,1
2014/07/28,Non-Fatal Injury,Major,1
2014/07/28,Non-Fatal Injury,None,1
2014/07/29,Non-Fatal Injury,Major,1
2014/07/29,Non-Fatal Injury,None,1
2014/07/30,Non-Fatal Injury,Major,1
2014/07/30,Non-Fatal Injury,None,1
2014/08/01,Fatal,Fatal,1
2014/08/01,Fatal,None,2
2014/08/01,Non-Fatal Injury,Major,2
2014/08/01,Non-Fatal Injury,None,1
2014/08/02,Non-Fatal Injury,Major,2
2014/08/02,Non-Fatal Injury,Minor,1
2014/08/02,Non-Fatal Injury,None,2
2014/08/03,Non-Fatal Injury,Major,2
2014/08/03,Non-Fatal Injury,None,2
2014/08/05,Non-Fatal Injury,Major,1
2014/08/05,Non-Fatal Injury,None,2
2014/08/06,Non-Fatal Injury,Major,1
2014/08/06,Non-Fatal Injury,Minimal,1
2014/08/06,Non-Fatal Injury,Minor,2
2014/08/07,Fatal,Fatal,2
2014/08/07,Fatal,Major,1
2014/08/07,Fatal,Minor,2
2014/08/07,Fatal,None,3
2014/08/07,Non-Fatal Injury,Major,2
2014/08/07,Non-Fatal Injury,Minimal,3
2014/08/07,Non-Fatal Injury,None,1
2014/08/09,Non-Fatal Injury,Major,1
2014/08/09,Non-Fatal Injury,None,1
2014/08/12,Non-Fatal Injury,Major,1
2014/08/12,Non-Fatal Injury,None,2
2014/08/16,Fatal,Fatal,1
2014/08/16,Fatal,None,1
2014/08/16,Non-Fatal Injury,Major,1
2014/08/16,Non-Fatal Injury,None,1
2014/08/17,Fatal,Fatal,1
2014/08/17,Fatal,None,2
2014/08/17,Non-Fatal Injury,Major,5
